0.5 cpu, 128 ram, 1 iterations, object type, object 1: 0.063ms
0.5 cpu, 16384 ram, 20 iterations, array_ type, array_ 20: 0.063ms
0.5 cpu, 16384 ram, 20 iterations, map___ type, map___ 20: 0.074ms
1.0 cpu, 16384 ram, 20 iterations, object type, object 20: 0.06ms
1.0 cpu, 16384 ram, 20 iterations, array_ type, array_ 20: 0.061ms
1.0 cpu, 16384 ram, 20 iterations, map___ type, map___ 20: 0.072ms
2.0 cpu, 16384 ram, 20 iterations, object type, object 20: 0.062ms
2.0 cpu, 16384 ram, 20 iterations, array_ type, array_ 20: 0.064ms
2.0 cpu, 16384 ram, 20 iterations, map___ type, map___ 20: 0.06ms
3.0 cpu, 16384 ram, 20 iterations, object type, object 20: 0.059ms
3.0 cpu, 16384 ram, 20 iterations, array_ type, array_ 20: 0.062ms
3.0 cpu, 16384 ram, 20 iterations, map___ type, map___ 20: 0.071ms
4.0 cpu, 16384 ram, 20 iterations, object type, object 20: 0.062ms
4.0 cpu, 16384 ram, 20 iterations, array_ type, array_ 20: 0.062ms
4.0 cpu, 16384 ram, 20 iterations, map___ type, map___ 20: 0.065ms
0.5 cpu, 128 ram, 30 iterations, object type, object 30: 0.07ms
0.5 cpu, 128 ram, 30 iterations, array_ type, array_ 30: 0.093ms
0.5 cpu, 128 ram, 30 iterations, map___ type, map___ 30: 0.071ms
1.0 cpu, 128 ram, 30 iterations, object type, object 30: 0.07ms
1.0 cpu, 128 ram, 30 iterations, array_ type, array_ 30: 0.088ms
1.0 cpu, 128 ram, 30 iterations, map___ type, map___ 30: 0.066ms
2.0 cpu, 128 ram, 30 iterations, object type, object 30: 0.065ms
2.0 cpu, 128 ram, 30 iterations, array_ type, array_ 30: 0.072ms
2.0 cpu, 128 ram, 30 iterations, map___ type, map___ 30: 0.069ms
3.0 cpu, 128 ram, 30 iterations, object type, object 30: 0.076ms
3.0 cpu, 128 ram, 30 iterations, array_ type, array_ 30: 0.075ms
3.0 cpu, 128 ram, 30 iterations, map___ type, map___ 30: 0.094ms
4.0 cpu, 128 ram, 30 iterations, object type, object 30: 0.071ms
4.0 cpu, 128 ram, 30 iterations, array_ type, array_ 30: 0.08ms
4.0 cpu, 128 ram, 30 iterations, map___ type, map___ 30: 0.066ms
0.5 cpu, 256 ram, 30 iterations, object type, object 30: 0.082ms
0.5 cpu, 256 ram, 30 iterations, array_ type, array_ 30: 0.072ms
0.5 cpu, 256 ram, 30 iterations, map___ type, map___ 30: 0.069ms
1.0 cpu, 256 ram, 30 iterations, object type, object 30: 0.079ms
1.0 cpu, 256 ram, 30 iterations, array_ type, array_ 30: 0.07ms
1.0 cpu, 256 ram, 30 iterations, map___ type, map___ 30: 0.066ms
2.0 cpu, 256 ram, 30 iterations, object type, object 30: 0.073ms
2.0 cpu, 256 ram, 30 iterations, array_ type, array_ 30: 0.074ms
2.0 cpu, 256 ram, 30 iterations, map___ type, map___ 30: 0.071ms
3.0 cpu, 256 ram, 30 iterations, object type, object 30: 0.071ms
3.0 cpu, 256 ram, 30 iterations, array_ type, array_ 30: 0.066ms
3.0 cpu, 256 ram, 30 iterations, map___ type, map___ 30: 0.084ms
4.0 cpu, 256 ram, 30 iterations, object type, object 30: 0.078ms
4.0 cpu, 256 ram, 30 iterations, array_ type, array_ 30: 0.067ms
4.0 cpu, 256 ram, 30 iterations, map___ type, map___ 30: 0.066ms
0.5 cpu, 512 ram, 30 iterations, object type, object 30: 0.076ms
0.5 cpu, 512 ram, 30 iterations, array_ type, array_ 30: 0.077ms
0.5 cpu, 512 ram, 30 iterations, map___ type, map___ 30: 0.073ms
1.0 cpu, 512 ram, 30 iterations, object type, object 30: 0.076ms
1.0 cpu, 512 ram, 30 iterations, array_ type, array_ 30: 0.067ms
1.0 cpu, 512 ram, 30 iterations, map___ type, map___ 30: 0.069ms
2.0 cpu, 512 ram, 30 iterations, object type, object 30: 0.066ms
2.0 cpu, 512 ram, 30 iterations, array_ type, array_ 30: 0.073ms
2.0 cpu, 512 ram, 30 iterations, map___ type, map___ 30: 0.079ms
3.0 cpu, 512 ram, 30 iterations, object type, object 30: 0.071ms
3.0 cpu, 512 ram, 30 iterations, array_ type, array_ 30: 0.071ms
3.0 cpu, 512 ram, 30 iterations, map___ type, map___ 30: 0.082ms
4.0 cpu, 512 ram, 30 iterations, object type, object 30: 0.07ms
4.0 cpu, 512 ram, 30 iterations, array_ type, array_ 30: 0.078ms
4.0 cpu, 512 ram, 30 iterations, map___ type, map___ 30: 0.072ms
0.5 cpu, 1024 ram, 30 iterations, object type, object 30: 0.068ms
0.5 cpu, 1024 ram, 30 iterations, array_ type, array_ 30: 0.076ms
0.5 cpu, 1024 ram, 30 iterations, map___ type, map___ 30: 0.071ms
1.0 cpu, 1024 ram, 30 iterations, object type, object 30: 0.09ms
1.0 cpu, 1024 ram, 30 iterations, array_ type, array_ 30: 0.087ms
1.0 cpu, 1024 ram, 30 iterations, map___ type, map___ 30: 0.072ms
2.0 cpu, 1024 ram, 30 iterations, object type, object 30: 0.077ms
2.0 cpu, 1024 ram, 30 iterations, array_ type, array_ 30: 0.086ms
2.0 cpu, 1024 ram, 30 iterations, map___ type, map___ 30: 0.073ms
3.0 cpu, 1024 ram, 30 iterations, object type, object 30: 0.07ms
3.0 cpu, 1024 ram, 30 iterations, array_ type, array_ 30: 0.085ms
3.0 cpu, 1024 ram, 30 iterations, map___ type, map___ 30: 0.071ms
4.0 cpu, 1024 ram, 30 iterations, object type, object 30: 0.069ms
4.0 cpu, 1024 ram, 30 iterations, array_ type, array_ 30: 0.07ms
4.0 cpu, 1024 ram, 30 iterations, map___ type, map___ 30: 0.074ms
0.5 cpu, 2048 ram, 30 iterations, object type, object 30: 0.084ms
0.5 cpu, 2048 ram, 30 iterations, array_ type, array_ 30: 0.088ms
0.5 cpu, 2048 ram, 30 iterations, map___ type, map___ 30: 0.077ms
1.0 cpu, 2048 ram, 30 iterations, object type, object 30: 0.079ms
1.0 cpu, 2048 ram, 30 iterations, array_ type, array_ 30: 0.068ms
1.0 cpu, 2048 ram, 30 iterations, map___ type, map___ 30: 0.079ms
2.0 cpu, 2048 ram, 30 iterations, object type, object 30: 0.085ms
2.0 cpu, 2048 ram, 30 iterations, array_ type, array_ 30: 0.084ms
2.0 cpu, 2048 ram, 30 iterations, map___ type, map___ 30: 0.067ms
3.0 cpu, 2048 ram, 30 iterations, object type, object 30: 0.075ms
3.0 cpu, 2048 ram, 30 iterations, array_ type, array_ 30: 0.071ms
3.0 cpu, 2048 ram, 30 iterations, map___ type, map___ 30: 0.067ms
4.0 cpu, 2048 ram, 30 iterations, object type, object 30: 0.08ms
4.0 cpu, 2048 ram, 30 iterations, array_ type, array_ 30: 0.071ms
4.0 cpu, 2048 ram, 30 iterations, map___ type, map___ 30: 0.072ms
0.5 cpu, 4096 ram, 30 iterations, object type, object 30: 0.075ms
0.5 cpu, 4096 ram, 30 iterations, array_ type, array_ 30: 0.076ms
0.5 cpu, 4096 ram, 30 iterations, map___ type, map___ 30: 0.074ms
1.0 cpu, 4096 ram, 30 iterations, object type, object 30: 0.084ms
1.0 cpu, 4096 ram, 30 iterations, array_ type, array_ 30: 0.08ms
1.0 cpu, 4096 ram, 30 iterations, map___ type, map___ 30: 0.074ms
2.0 cpu, 4096 ram, 30 iterations, object type, object 30: 0.078ms
2.0 cpu, 4096 ram, 30 iterations, array_ type, array_ 30: 0.074ms
2.0 cpu, 4096 ram, 30 iterations, map___ type, map___ 30: 0.076ms
3.0 cpu, 4096 ram, 30 iterations, object type, object 30: 0.069ms
3.0 cpu, 4096 ram, 30 iterations, array_ type, array_ 30: 0.066ms
3.0 cpu, 4096 ram, 30 iterations, map___ type, map___ 30: 0.104ms
4.0 cpu, 4096 ram, 30 iterations, object type, object 30: 0.071ms
4.0 cpu, 4096 ram, 30 iterations, array_ type, array_ 30: 0.073ms
4.0 cpu, 4096 ram, 30 iterations, map___ type, map___ 30: 0.072ms
0.5 cpu, 8192 ram, 30 iterations, object type, object 30: 0.066ms
0.5 cpu, 8192 ram, 30 iterations, array_ type, array_ 30: 0.078ms
0.5 cpu, 8192 ram, 30 iterations, map___ type, map___ 30: 0.075ms
1.0 cpu, 8192 ram, 30 iterations, object type, object 30: 0.076ms
1.0 cpu, 8192 ram, 30 iterations, array_ type, array_ 30: 0.091ms
1.0 cpu, 8192 ram, 30 iterations, map___ type, map___ 30: 0.073ms
2.0 cpu, 8192 ram, 30 iterations, object type, object 30: 0.077ms
2.0 cpu, 8192 ram, 30 iterations, array_ type, array_ 30: 0.072ms
2.0 cpu, 8192 ram, 30 iterations, map___ type, map___ 30: 0.068ms
3.0 cpu, 8192 ram, 30 iterations, object type, object 30: 0.082ms
3.0 cpu, 8192 ram, 30 iterations, array_ type, array_ 30: 0.072ms
3.0 cpu, 8192 ram, 30 iterations, map___ type, map___ 30: 0.073ms
4.0 cpu, 8192 ram, 30 iterations, object type, object 30: 0.067ms
4.0 cpu, 8192 ram, 30 iterations, array_ type, array_ 30: 0.078ms
4.0 cpu, 8192 ram, 30 iterations, map___ type, map___ 30: 0.072ms
0.5 cpu, 16384 ram, 30 iterations, object type, object 30: 0.077ms
0.5 cpu, 16384 ram, 30 iterations, array_ type, array_ 30: 0.067ms
0.5 cpu, 16384 ram, 30 iterations, map___ type, map___ 30: 0.071ms
1.0 cpu, 16384 ram, 30 iterations, object type, object 30: 0.076ms
1.0 cpu, 16384 ram, 30 iterations, array_ type, array_ 30: 0.091ms
1.0 cpu, 16384 ram, 30 iterations, map___ type, map___ 30: 0.067ms
2.0 cpu, 16384 ram, 30 iterations, object type, object 30: 0.078ms
2.0 cpu, 16384 ram, 30 iterations, array_ type, array_ 30: 0.083ms
2.0 cpu, 16384 ram, 30 iterations, map___ type, map___ 30: 0.101ms
3.0 cpu, 16384 ram, 30 iterations, object type, object 30: 0.071ms
3.0 cpu, 16384 ram, 30 iterations, array_ type, array_ 30: 0.071ms
3.0 cpu, 16384 ram, 30 iterations, map___ type, map___ 30: 0.066ms
4.0 cpu, 16384 ram, 30 iterations, object type, object 30: 0.067ms
4.0 cpu, 16384 ram, 30 iterations, array_ type, array_ 30: 0.078ms
4.0 cpu, 16384 ram, 30 iterations, map___ type, map___ 30: 0.071ms
0.5 cpu, 128 ram, 40 iterations, object type, object 40: 0.079ms
0.5 cpu, 128 ram, 40 iterations, array_ type, array_ 40: 0.079ms
0.5 cpu, 128 ram, 40 iterations, map___ type, map___ 40: 0.069ms
1.0 cpu, 128 ram, 40 iterations, object type, object 40: 0.074ms
1.0 cpu, 128 ram, 40 iterations, array_ type, array_ 40: 0.077ms
1.0 cpu, 128 ram, 40 iterations, map___ type, map___ 40: 0.067ms
2.0 cpu, 128 ram, 40 iterations, object type, object 40: 0.076ms
2.0 cpu, 128 ram, 40 iterations, array_ type, array_ 40: 0.068ms
2.0 cpu, 128 ram, 40 iterations, map___ type, map___ 40: 0.09ms
3.0 cpu, 128 ram, 40 iterations, object type, object 40: 0.076ms
3.0 cpu, 128 ram, 40 iterations, array_ type, array_ 40: 0.079ms
3.0 cpu, 128 ram, 40 iterations, map___ type, map___ 40: 0.073ms
4.0 cpu, 128 ram, 40 iterations, object type, object 40: 0.076ms
4.0 cpu, 128 ram, 40 iterations, array_ type, array_ 40: 0.073ms
4.0 cpu, 128 ram, 40 iterations, map___ type, map___ 40: 0.079ms
0.5 cpu, 256 ram, 40 iterations, object type, object 40: 0.074ms
0.5 cpu, 256 ram, 40 iterations, array_ type, array_ 40: 0.09ms
0.5 cpu, 256 ram, 40 iterations, map___ type, map___ 40: 0.103ms
1.0 cpu, 256 ram, 40 iterations, object type, object 40: 0.071ms
1.0 cpu, 256 ram, 40 iterations, array_ type, array_ 40: 0.074ms
1.0 cpu, 256 ram, 40 iterations, map___ type, map___ 40: 0.079ms
2.0 cpu, 256 ram, 40 iterations, object type, object 40: 0.073ms
2.0 cpu, 256 ram, 40 iterations, array_ type, array_ 40: 0.074ms
2.0 cpu, 256 ram, 40 iterations, map___ type, map___ 40: 0.081ms
3.0 cpu, 256 ram, 40 iterations, object type, object 40: 0.066ms
3.0 cpu, 256 ram, 40 iterations, array_ type, array_ 40: 0.082ms
3.0 cpu, 256 ram, 40 iterations, map___ type, map___ 40: 0.066ms
4.0 cpu, 256 ram, 40 iterations, object type, object 40: 0.08ms
4.0 cpu, 256 ram, 40 iterations, array_ type, array_ 40: 0.075ms
4.0 cpu, 256 ram, 40 iterations, map___ type, map___ 40: 0.065ms
0.5 cpu, 512 ram, 40 iterations, object type, object 40: 0.073ms
0.5 cpu, 512 ram, 40 iterations, array_ type, array_ 40: 0.075ms
0.5 cpu, 512 ram, 40 iterations, map___ type, map___ 40: 0.074ms
1.0 cpu, 512 ram, 40 iterations, object type, object 40: 0.083ms
1.0 cpu, 512 ram, 40 iterations, array_ type, array_ 40: 0.071ms
1.0 cpu, 512 ram, 40 iterations, map___ type, map___ 40: 0.069ms
2.0 cpu, 512 ram, 40 iterations, object type, object 40: 0.073ms
2.0 cpu, 512 ram, 40 iterations, array_ type, array_ 40: 0.078ms
2.0 cpu, 512 ram, 40 iterations, map___ type, map___ 40: 0.065ms
3.0 cpu, 512 ram, 40 iterations, object type, object 40: 0.079ms
3.0 cpu, 512 ram, 40 iterations, array_ type, array_ 40: 0.076ms
3.0 cpu, 512 ram, 40 iterations, map___ type, map___ 40: 0.071ms
4.0 cpu, 512 ram, 40 iterations, object type, object 40: 0.081ms
4.0 cpu, 512 ram, 40 iterations, array_ type, array_ 40: 0.065ms
4.0 cpu, 512 ram, 40 iterations, map___ type, map___ 40: 0.073ms
0.5 cpu, 1024 ram, 40 iterations, object type, object 40: 0.067ms
0.5 cpu, 1024 ram, 40 iterations, array_ type, array_ 40: 0.098ms
0.5 cpu, 1024 ram, 40 iterations, map___ type, map___ 40: 0.074ms
1.0 cpu, 1024 ram, 40 iterations, object type, object 40: 0.066ms
1.0 cpu, 1024 ram, 40 iterations, array_ type, array_ 40: 0.082ms
1.0 cpu, 1024 ram, 40 iterations, map___ type, map___ 40: 0.102ms
2.0 cpu, 1024 ram, 40 iterations, object type, object 40: 0.087ms
2.0 cpu, 1024 ram, 40 iterations, array_ type, array_ 40: 0.077ms
2.0 cpu, 1024 ram, 40 iterations, map___ type, map___ 40: 0.067ms
3.0 cpu, 1024 ram, 40 iterations, object type, object 40: 0.075ms
3.0 cpu, 1024 ram, 40 iterations, array_ type, array_ 40: 0.066ms
3.0 cpu, 1024 ram, 40 iterations, map___ type, map___ 40: 0.074ms
4.0 cpu, 1024 ram, 40 iterations, object type, object 40: 0.079ms
4.0 cpu, 1024 ram, 40 iterations, array_ type, array_ 40: 0.07ms
4.0 cpu, 1024 ram, 40 iterations, map___ type, map___ 40: 0.069ms
0.5 cpu, 2048 ram, 40 iterations, object type, object 40: 0.07ms
0.5 cpu, 2048 ram, 40 iterations, array_ type, array_ 40: 0.073ms
0.5 cpu, 2048 ram, 40 iterations, map___ type, map___ 40: 0.066ms
1.0 cpu, 2048 ram, 40 iterations, object type, object 40: 0.079ms
1.0 cpu, 2048 ram, 40 iterations, array_ type, array_ 40: 0.074ms
1.0 cpu, 2048 ram, 40 iterations, map___ type, map___ 40: 0.089ms
2.0 cpu, 2048 ram, 40 iterations, object type, object 40: 0.084ms
2.0 cpu, 2048 ram, 40 iterations, array_ type, array_ 40: 0.078ms
2.0 cpu, 2048 ram, 40 iterations, map___ type, map___ 40: 0.073ms
3.0 cpu, 2048 ram, 40 iterations, object type, object 40: 0.072ms
3.0 cpu, 2048 ram, 40 iterations, array_ type, array_ 40: 0.078ms
3.0 cpu, 2048 ram, 40 iterations, map___ type, map___ 40: 0.07ms
4.0 cpu, 2048 ram, 40 iterations, object type, object 40: 0.082ms
4.0 cpu, 2048 ram, 40 iterations, array_ type, array_ 40: 0.076ms
4.0 cpu, 2048 ram, 40 iterations, map___ type, map___ 40: 0.067ms
0.5 cpu, 4096 ram, 40 iterations, object type, object 40: 0.067ms
0.5 cpu, 4096 ram, 40 iterations, array_ type, array_ 40: 0.077ms
0.5 cpu, 4096 ram, 40 iterations, map___ type, map___ 40: 0.067ms
1.0 cpu, 4096 ram, 40 iterations, object type, object 40: 0.084ms
1.0 cpu, 4096 ram, 40 iterations, array_ type, array_ 40: 0.067ms
1.0 cpu, 4096 ram, 40 iterations, map___ type, map___ 40: 0.069ms
2.0 cpu, 4096 ram, 40 iterations, object type, object 40: 0.068ms
2.0 cpu, 4096 ram, 40 iterations, array_ type, array_ 40: 0.085ms
2.0 cpu, 4096 ram, 40 iterations, map___ type, map___ 40: 0.077ms
3.0 cpu, 4096 ram, 40 iterations, object type, object 40: 0.082ms
3.0 cpu, 4096 ram, 40 iterations, array_ type, array_ 40: 0.067ms
3.0 cpu, 4096 ram, 40 iterations, map___ type, map___ 40: 0.067ms
4.0 cpu, 4096 ram, 40 iterations, object type, object 40: 0.075ms
4.0 cpu, 4096 ram, 40 iterations, array_ type, array_ 40: 0.094ms
4.0 cpu, 4096 ram, 40 iterations, map___ type, map___ 40: 0.069ms
0.5 cpu, 8192 ram, 40 iterations, object type, object 40: 0.074ms
0.5 cpu, 8192 ram, 40 iterations, array_ type, array_ 40: 0.075ms
0.5 cpu, 8192 ram, 40 iterations, map___ type, map___ 40: 0.073ms
1.0 cpu, 8192 ram, 40 iterations, object type, object 40: 0.079ms
1.0 cpu, 8192 ram, 40 iterations, array_ type, array_ 40: 0.078ms
1.0 cpu, 8192 ram, 40 iterations, map___ type, map___ 40: 0.085ms
2.0 cpu, 8192 ram, 40 iterations, object type, object 40: 0.071ms
2.0 cpu, 8192 ram, 40 iterations, array_ type, array_ 40: 0.073ms
2.0 cpu, 8192 ram, 40 iterations, map___ type, map___ 40: 0.08ms
3.0 cpu, 8192 ram, 40 iterations, object type, object 40: 0.07ms
3.0 cpu, 8192 ram, 40 iterations, array_ type, array_ 40: 0.074ms
3.0 cpu, 8192 ram, 40 iterations, map___ type, map___ 40: 0.067ms
4.0 cpu, 8192 ram, 40 iterations, object type, object 40: 0.075ms
4.0 cpu, 8192 ram, 40 iterations, array_ type, array_ 40: 0.08ms
4.0 cpu, 8192 ram, 40 iterations, map___ type, map___ 40: 0.073ms
0.5 cpu, 16384 ram, 40 iterations, object type, object 40: 0.095ms
0.5 cpu, 16384 ram, 40 iterations, array_ type, array_ 40: 0.077ms
0.5 cpu, 16384 ram, 40 iterations, map___ type, map___ 40: 0.068ms
1.0 cpu, 16384 ram, 40 iterations, object type, object 40: 0.08ms
1.0 cpu, 16384 ram, 40 iterations, array_ type, array_ 40: 0.084ms
1.0 cpu, 16384 ram, 40 iterations, map___ type, map___ 40: 0.076ms
2.0 cpu, 16384 ram, 40 iterations, object type, object 40: 0.077ms
2.0 cpu, 16384 ram, 40 iterations, array_ type, array_ 40: 0.078ms
2.0 cpu, 16384 ram, 40 iterations, map___ type, map___ 40: 0.073ms
3.0 cpu, 16384 ram, 40 iterations, object type, object 40: 0.066ms
3.0 cpu, 16384 ram, 40 iterations, array_ type, array_ 40: 0.08ms
3.0 cpu, 16384 ram, 40 iterations, map___ type, map___ 40: 0.078ms
4.0 cpu, 16384 ram, 40 iterations, object type, object 40: 0.077ms
4.0 cpu, 16384 ram, 40 iterations, array_ type, array_ 40: 0.068ms
4.0 cpu, 16384 ram, 40 iterations, map___ type, map___ 40: 0.065ms
0.5 cpu, 128 ram, 50 iterations, object type, object 50: 0.073ms
0.5 cpu, 128 ram, 50 iterations, array_ type, array_ 50: 0.085ms
0.5 cpu, 128 ram, 50 iterations, map___ type, map___ 50: 0.079ms
1.0 cpu, 128 ram, 50 iterations, object type, object 50: 0.069ms
1.0 cpu, 128 ram, 50 iterations, array_ type, array_ 50: 0.072ms
1.0 cpu, 128 ram, 50 iterations, map___ type, map___ 50: 0.08ms
2.0 cpu, 128 ram, 50 iterations, object type, object 50: 0.079ms
2.0 cpu, 128 ram, 50 iterations, array_ type, array_ 50: 0.072ms
2.0 cpu, 128 ram, 50 iterations, map___ type, map___ 50: 0.075ms
3.0 cpu, 128 ram, 50 iterations, object type, object 50: 0.077ms
3.0 cpu, 128 ram, 50 iterations, array_ type, array_ 50: 0.085ms
3.0 cpu, 128 ram, 50 iterations, map___ type, map___ 50: 0.077ms
4.0 cpu, 128 ram, 50 iterations, object type, object 50: 0.079ms
4.0 cpu, 128 ram, 50 iterations, array_ type, array_ 50: 0.076ms
4.0 cpu, 128 ram, 50 iterations, map___ type, map___ 50: 0.074ms
0.5 cpu, 256 ram, 50 iterations, object type, object 50: 0.076ms
0.5 cpu, 256 ram, 50 iterations, array_ type, array_ 50: 0.087ms
0.5 cpu, 256 ram, 50 iterations, map___ type, map___ 50: 0.08ms
1.0 cpu, 256 ram, 50 iterations, object type, object 50: 0.076ms
1.0 cpu, 256 ram, 50 iterations, array_ type, array_ 50: 0.07ms
1.0 cpu, 256 ram, 50 iterations, map___ type, map___ 50: 0.087ms
2.0 cpu, 256 ram, 50 iterations, object type, object 50: 0.077ms
2.0 cpu, 256 ram, 50 iterations, array_ type, array_ 50: 0.075ms
2.0 cpu, 256 ram, 50 iterations, map___ type, map___ 50: 0.078ms
3.0 cpu, 256 ram, 50 iterations, object type, object 50: 0.073ms
3.0 cpu, 256 ram, 50 iterations, array_ type, array_ 50: 0.074ms
3.0 cpu, 256 ram, 50 iterations, map___ type, map___ 50: 0.087ms
4.0 cpu, 256 ram, 50 iterations, object type, object 50: 0.076ms
4.0 cpu, 256 ram, 50 iterations, array_ type, array_ 50: 0.077ms
4.0 cpu, 256 ram, 50 iterations, map___ type, map___ 50: 0.079ms
0.5 cpu, 512 ram, 50 iterations, object type, object 50: 0.086ms
0.5 cpu, 512 ram, 50 iterations, array_ type, array_ 50: 0.076ms
0.5 cpu, 512 ram, 50 iterations, map___ type, map___ 50: 0.068ms
1.0 cpu, 512 ram, 50 iterations, object type, object 50: 0.074ms
1.0 cpu, 512 ram, 50 iterations, array_ type, array_ 50: 0.076ms
1.0 cpu, 512 ram, 50 iterations, map___ type, map___ 50: 0.075ms
2.0 cpu, 512 ram, 50 iterations, object type, object 50: 0.076ms
2.0 cpu, 512 ram, 50 iterations, array_ type, array_ 50: 0.071ms
2.0 cpu, 512 ram, 50 iterations, map___ type, map___ 50: 0.073ms
3.0 cpu, 512 ram, 50 iterations, object type, object 50: 0.076ms
3.0 cpu, 512 ram, 50 iterations, array_ type, array_ 50: 0.082ms
3.0 cpu, 512 ram, 50 iterations, map___ type, map___ 50: 0.078ms
4.0 cpu, 512 ram, 50 iterations, object type, object 50: 0.081ms
4.0 cpu, 512 ram, 50 iterations, array_ type, array_ 50: 0.1ms
4.0 cpu, 512 ram, 50 iterations, map___ type, map___ 50: 0.068ms
0.5 cpu, 1024 ram, 50 iterations, object type, object 50: 0.093ms
0.5 cpu, 1024 ram, 50 iterations, array_ type, array_ 50: 0.066ms
0.5 cpu, 1024 ram, 50 iterations, map___ type, map___ 50: 0.08ms
1.0 cpu, 1024 ram, 50 iterations, object type, object 50: 0.076ms
1.0 cpu, 1024 ram, 50 iterations, array_ type, array_ 50: 0.072ms
1.0 cpu, 1024 ram, 50 iterations, map___ type, map___ 50: 0.077ms
2.0 cpu, 1024 ram, 50 iterations, object type, object 50: 0.073ms
2.0 cpu, 1024 ram, 50 iterations, array_ type, array_ 50: 0.067ms
2.0 cpu, 1024 ram, 50 iterations, map___ type, map___ 50: 0.069ms
3.0 cpu, 1024 ram, 50 iterations, object type, object 50: 0.082ms
3.0 cpu, 1024 ram, 50 iterations, array_ type, array_ 50: 0.078ms
3.0 cpu, 1024 ram, 50 iterations, map___ type, map___ 50: 0.079ms
4.0 cpu, 1024 ram, 50 iterations, object type, object 50: 0.072ms
4.0 cpu, 1024 ram, 50 iterations, array_ type, array_ 50: 0.069ms
4.0 cpu, 1024 ram, 50 iterations, map___ type, map___ 50: 0.068ms
0.5 cpu, 2048 ram, 50 iterations, object type, object 50: 0.074ms
0.5 cpu, 2048 ram, 50 iterations, array_ type, array_ 50: 0.079ms
